2025-05-06 00:17:59,329 - INFO - Namespace(dropout=0.1, eval_batch_size=128, eval_steps=1000, learning_rate=0.0001, log_dir=None, logging_steps=100, lr_scheduler_type='linear', model_name='gpt2', n_epochs=1, output_dir='model_577', random_seed=577, save_steps=1000, tokenizer_dir=None, train_batch_size=32, warmup_steps=0, weight_decay=0.01)
2025-05-06 00:17:59,330 - INFO - Random seed set to 577
2025-05-06 00:18:00,647 - INFO - Cuda random seed set to 577
2025-05-06 00:18:00,883 - INFO - Loading BabyLM Dataset...
2025-05-06 03:30:32,014 - INFO - Namespace(dropout=0.1, eval_batch_size=128, eval_steps=1000, learning_rate=0.0001, log_dir=None, logging_steps=100, lr_scheduler_type='linear', model_name='gpt2', n_epochs=1, output_dir='model_577', random_seed=577, save_steps=1000, tokenizer_dir=None, train_batch_size=32, warmup_steps=0, weight_decay=0.01)
2025-05-06 03:30:32,022 - INFO - Random seed set to 577
2025-05-06 03:30:34,203 - INFO - Cuda random seed set to 577
2025-05-06 03:30:34,319 - INFO - Loading BabyLM Dataset...
2025-05-06 03:31:06,740 - INFO - Finished loading BabyLM
2025-05-06 03:31:08,233 - INFO - Using gpt2_collate_fn with bos_token_id 50256 and eos_token_id 50256
2025-05-06 03:31:08,569 - INFO - Model size: 124.4M parameters
2025-05-06 03:31:08,572 - INFO - Epoch 1/1
2025-05-06 03:31:20,295 - INFO - Step 100: Loss: 4.5495, Learning rate: 0.0001
2025-05-06 03:31:31,161 - INFO - Step 200: Loss: 2.8776, Learning rate: 0.0001
2025-05-06 03:31:41,976 - INFO - Step 300: Loss: 3.0461, Learning rate: 0.0001
2025-05-06 03:31:52,791 - INFO - Step 400: Loss: 3.7417, Learning rate: 0.0001
2025-05-06 03:32:03,789 - INFO - Step 500: Loss: 3.1662, Learning rate: 0.0001
2025-05-06 03:32:14,544 - INFO - Step 600: Loss: 2.8317, Learning rate: 0.0001
2025-05-06 03:32:25,384 - INFO - Step 700: Loss: 2.8176, Learning rate: 0.0001
2025-05-06 03:32:36,664 - INFO - Step 800: Loss: 2.9338, Learning rate: 0.0001
2025-05-06 03:32:47,456 - INFO - Step 900: Loss: 2.5045, Learning rate: 0.0001
2025-05-06 03:32:58,591 - INFO - Step 1000: Loss: 3.3640, Learning rate: 0.0001
2025-05-06 03:33:09,681 - INFO - Step 1100: Loss: 3.4807, Learning rate: 0.0001
2025-05-06 03:33:20,917 - INFO - Step 1200: Loss: 3.2905, Learning rate: 0.0001
2025-05-06 03:33:31,907 - INFO - Step 1300: Loss: 2.7225, Learning rate: 0.0001
2025-05-06 03:33:42,856 - INFO - Step 1400: Loss: 2.9597, Learning rate: 0.0001
2025-05-06 03:33:53,883 - INFO - Step 1500: Loss: 2.8904, Learning rate: 0.0001
2025-05-06 03:34:04,828 - INFO - Step 1600: Loss: 2.8832, Learning rate: 0.0001
2025-05-06 03:34:15,719 - INFO - Step 1700: Loss: 3.5752, Learning rate: 0.0001
2025-05-06 03:34:26,495 - INFO - Step 1800: Loss: 2.8325, Learning rate: 0.0001
2025-05-06 03:34:37,314 - INFO - Step 1900: Loss: 1.8806, Learning rate: 0.0001
2025-05-06 03:34:48,124 - INFO - Step 2000: Loss: 1.9490, Learning rate: 0.0001
2025-05-06 03:34:58,985 - INFO - Step 2100: Loss: 2.3831, Learning rate: 0.0001
2025-05-06 03:35:10,111 - INFO - Step 2200: Loss: 2.4562, Learning rate: 0.0001
2025-05-06 03:35:21,145 - INFO - Step 2300: Loss: 2.8088, Learning rate: 0.0001
2025-05-06 03:35:32,190 - INFO - Step 2400: Loss: 1.9056, Learning rate: 0.0001
2025-05-06 03:35:43,149 - INFO - Step 2500: Loss: 2.0465, Learning rate: 0.0001
2025-05-06 03:35:54,258 - INFO - Step 2600: Loss: 2.4212, Learning rate: 0.0001
2025-05-06 03:36:05,171 - INFO - Step 2700: Loss: 2.6569, Learning rate: 0.0001
2025-05-06 03:36:16,096 - INFO - Step 2800: Loss: 2.0137, Learning rate: 0.0001
2025-05-06 03:36:27,272 - INFO - Step 2900: Loss: 3.4687, Learning rate: 0.0001
2025-05-06 03:36:38,450 - INFO - Step 3000: Loss: 2.4905, Learning rate: 0.0001
2025-05-06 03:36:49,537 - INFO - Step 3100: Loss: 2.8312, Learning rate: 0.0001
2025-05-06 03:37:00,594 - INFO - Step 3200: Loss: 2.6207, Learning rate: 0.0001
2025-05-06 03:37:11,796 - INFO - Step 3300: Loss: 3.2267, Learning rate: 0.0001
2025-05-06 03:37:23,007 - INFO - Step 3400: Loss: 2.4528, Learning rate: 0.0001
2025-05-06 03:37:34,052 - INFO - Step 3500: Loss: 2.0319, Learning rate: 0.0001
