2025-05-06 00:18:06,328 - INFO - Namespace(dropout=0.1, eval_batch_size=128, eval_steps=1000, learning_rate=0.0001, log_dir=None, logging_steps=100, lr_scheduler_type='linear', model_name='gpt2', n_epochs=1, output_dir='model_583', random_seed=583, save_steps=1000, tokenizer_dir=None, train_batch_size=32, warmup_steps=0, weight_decay=0.01)
2025-05-06 00:18:06,329 - INFO - Random seed set to 583
2025-05-06 00:18:07,622 - INFO - Cuda random seed set to 583
2025-05-06 00:18:07,732 - INFO - Loading BabyLM Dataset...
2025-05-06 05:24:37,485 - INFO - Namespace(dropout=0.1, eval_batch_size=128, eval_steps=1000, learning_rate=0.0001, log_dir=None, logging_steps=100, lr_scheduler_type='linear', model_name='gpt2', n_epochs=1, output_dir='model_583', random_seed=583, save_steps=1000, tokenizer_dir=None, train_batch_size=32, warmup_steps=0, weight_decay=0.01)
2025-05-06 05:24:37,504 - INFO - Random seed set to 583
2025-05-06 05:24:38,501 - INFO - Cuda random seed set to 583
2025-05-06 05:24:38,705 - INFO - Loading BabyLM Dataset...
2025-05-06 05:24:39,334 - INFO - Finished loading BabyLM
2025-05-06 05:24:40,738 - INFO - Using gpt2_collate_fn with bos_token_id 50256 and eos_token_id 50256
2025-05-06 05:24:40,982 - INFO - Model size: 124.4M parameters
2025-05-06 05:24:40,985 - INFO - Epoch 1/1
2025-05-06 05:24:51,254 - INFO - Step 100: Loss: 4.5922, Learning rate: 0.0001
2025-05-06 05:25:01,094 - INFO - Step 200: Loss: 2.9199, Learning rate: 0.0001
2025-05-06 05:25:10,924 - INFO - Step 300: Loss: 3.0893, Learning rate: 0.0001
2025-05-06 05:25:20,824 - INFO - Step 400: Loss: 3.8014, Learning rate: 0.0001
2025-05-06 05:25:31,222 - INFO - Step 500: Loss: 3.1811, Learning rate: 0.0001
2025-05-06 05:25:41,224 - INFO - Step 600: Loss: 2.8341, Learning rate: 0.0001
2025-05-06 05:25:51,284 - INFO - Step 700: Loss: 2.9394, Learning rate: 0.0001
2025-05-06 05:26:01,526 - INFO - Step 800: Loss: 2.9672, Learning rate: 0.0001
2025-05-06 05:26:11,769 - INFO - Step 900: Loss: 2.5196, Learning rate: 0.0001
2025-05-06 05:26:22,287 - INFO - Step 1000: Loss: 3.3659, Learning rate: 0.0001
2025-05-06 05:26:32,870 - INFO - Step 1100: Loss: 3.5095, Learning rate: 0.0001
2025-05-06 05:26:43,517 - INFO - Step 1200: Loss: 3.2842, Learning rate: 0.0001
2025-05-06 05:26:53,781 - INFO - Step 1300: Loss: 2.7122, Learning rate: 0.0001
2025-05-06 05:27:03,936 - INFO - Step 1400: Loss: 2.9834, Learning rate: 0.0001
2025-05-06 05:27:13,706 - INFO - Step 1500: Loss: 2.9169, Learning rate: 0.0001
2025-05-06 05:27:23,416 - INFO - Step 1600: Loss: 2.9253, Learning rate: 0.0001
2025-05-06 05:27:33,428 - INFO - Step 1700: Loss: 3.5992, Learning rate: 0.0001
2025-05-06 05:27:43,754 - INFO - Step 1800: Loss: 2.8636, Learning rate: 0.0001
2025-05-06 05:27:53,587 - INFO - Step 1900: Loss: 1.8344, Learning rate: 0.0001
2025-05-06 05:28:04,261 - INFO - Step 2000: Loss: 1.9228, Learning rate: 0.0001
2025-05-06 05:28:15,426 - INFO - Step 2100: Loss: 2.4631, Learning rate: 0.0001
2025-05-06 05:28:26,559 - INFO - Step 2200: Loss: 2.4759, Learning rate: 0.0001
2025-05-06 05:28:37,508 - INFO - Step 2300: Loss: 2.9043, Learning rate: 0.0001
2025-05-06 05:28:48,521 - INFO - Step 2400: Loss: 1.9189, Learning rate: 0.0001
2025-05-06 05:28:59,256 - INFO - Step 2500: Loss: 2.0368, Learning rate: 0.0001
2025-05-06 05:29:09,755 - INFO - Step 2600: Loss: 2.4713, Learning rate: 0.0001
2025-05-06 05:29:20,382 - INFO - Step 2700: Loss: 2.7115, Learning rate: 0.0001
2025-05-06 05:29:31,079 - INFO - Step 2800: Loss: 2.0071, Learning rate: 0.0001
2025-05-06 05:29:42,048 - INFO - Step 2900: Loss: 3.4471, Learning rate: 0.0001
2025-05-06 05:29:52,913 - INFO - Step 3000: Loss: 2.5170, Learning rate: 0.0001
2025-05-06 05:30:04,055 - INFO - Step 3100: Loss: 2.8206, Learning rate: 0.0001
2025-05-06 05:30:14,870 - INFO - Step 3200: Loss: 2.6100, Learning rate: 0.0001
2025-05-06 05:30:25,495 - INFO - Step 3300: Loss: 3.2453, Learning rate: 0.0001
2025-05-06 05:30:36,419 - INFO - Step 3400: Loss: 2.4339, Learning rate: 0.0001
2025-05-06 05:30:47,351 - INFO - Step 3500: Loss: 2.0546, Learning rate: 0.0001
2025-05-06 05:30:57,971 - INFO - Step 3600: Loss: 2.2019, Learning rate: 0.0001
2025-05-06 05:31:08,445 - INFO - Step 3700: Loss: 2.1966, Learning rate: 0.0001
2025-05-06 05:31:19,072 - INFO - Step 3800: Loss: 3.0584, Learning rate: 0.0001
2025-05-06 05:31:29,767 - INFO - Step 3900: Loss: 2.3933, Learning rate: 0.0001
2025-05-06 05:31:40,393 - INFO - Step 4000: Loss: 2.5868, Learning rate: 0.0001
2025-05-06 05:31:51,022 - INFO - Step 4100: Loss: 2.3181, Learning rate: 0.0001
2025-05-06 05:32:01,361 - INFO - Step 4200: Loss: 2.2481, Learning rate: 0.0001
2025-05-06 05:32:11,697 - INFO - Step 4300: Loss: 2.2702, Learning rate: 0.0001
2025-05-06 05:32:21,940 - INFO - Step 4400: Loss: 1.7537, Learning rate: 0.0001
2025-05-06 05:32:32,180 - INFO - Step 4500: Loss: 2.1491, Learning rate: 0.0001
2025-05-06 05:32:42,862 - INFO - Step 4600: Loss: 1.9421, Learning rate: 0.0001
2025-05-06 05:32:53,544 - INFO - Step 4700: Loss: 3.1647, Learning rate: 0.0001
2025-05-06 05:33:04,145 - INFO - Step 4800: Loss: 3.5041, Learning rate: 0.0001
2025-05-06 05:33:14,928 - INFO - Step 4900: Loss: 3.4381, Learning rate: 0.0001
2025-05-06 05:33:25,597 - INFO - Step 5000: Loss: 3.0909, Learning rate: 0.0001
2025-05-06 05:33:36,248 - INFO - Step 5100: Loss: 2.9519, Learning rate: 0.0001
2025-05-06 05:33:46,804 - INFO - Step 5200: Loss: 2.3429, Learning rate: 0.0001
2025-05-06 05:33:57,224 - INFO - Step 5300: Loss: 2.8585, Learning rate: 0.0001
2025-05-06 05:34:07,423 - INFO - Step 5400: Loss: 1.9122, Learning rate: 0.0001
2025-05-06 05:34:17,834 - INFO - Step 5500: Loss: 1.7699, Learning rate: 0.0001
2025-05-06 05:34:28,434 - INFO - Step 5600: Loss: 1.9968, Learning rate: 0.0001
2025-05-06 05:34:39,047 - INFO - Step 5700: Loss: 2.0692, Learning rate: 0.0001
2025-05-06 05:34:49,781 - INFO - Step 5800: Loss: 2.3080, Learning rate: 0.0001
2025-05-06 05:35:00,443 - INFO - Step 5900: Loss: 2.1847, Learning rate: 0.0001
2025-05-06 05:35:11,026 - INFO - Step 6000: Loss: 2.4411, Learning rate: 0.0001
2025-05-06 05:35:21,858 - INFO - Step 6100: Loss: 2.8190, Learning rate: 0.0001
2025-05-06 05:35:32,590 - INFO - Step 6200: Loss: 4.0533, Learning rate: 0.0001
2025-05-06 05:35:43,016 - INFO - Step 6300: Loss: 2.6827, Learning rate: 0.0001
2025-05-06 05:35:53,988 - INFO - Step 6400: Loss: 2.8733, Learning rate: 0.0001
2025-05-06 05:36:04,950 - INFO - Step 6500: Loss: 3.2429, Learning rate: 0.0001
2025-05-06 05:36:15,586 - INFO - Step 6600: Loss: 2.7859, Learning rate: 0.0001
2025-05-06 05:36:26,340 - INFO - Step 6700: Loss: 2.8215, Learning rate: 0.0001
2025-05-06 05:36:37,008 - INFO - Step 6800: Loss: 3.1463, Learning rate: 0.0001
2025-05-06 05:36:47,791 - INFO - Step 6900: Loss: 2.4674, Learning rate: 0.0001
2025-05-06 05:36:58,436 - INFO - Step 7000: Loss: 2.0918, Learning rate: 0.0001
