2025-05-06 03:30:31,922 - INFO - Namespace(dropout=0.1, eval_batch_size=128, eval_steps=1000, learning_rate=0.0001, log_dir=None, logging_steps=100, lr_scheduler_type='linear', model_name='gpt2', n_epochs=1, output_dir='model_8720', random_seed=8720, save_steps=1000, tokenizer_dir=None, train_batch_size=32, warmup_steps=0, weight_decay=0.01)
2025-05-06 03:30:31,977 - INFO - Random seed set to 8720
2025-05-06 03:30:33,067 - INFO - Cuda random seed set to 8720
2025-05-06 03:30:33,200 - INFO - Loading BabyLM Dataset...
2025-05-06 03:31:05,889 - INFO - Finished loading BabyLM
2025-05-06 03:31:07,298 - INFO - Using gpt2_collate_fn with bos_token_id 50256 and eos_token_id 50256
2025-05-06 03:31:07,554 - INFO - Model size: 124.4M parameters
2025-05-06 03:31:07,557 - INFO - Epoch 1/1
2025-05-06 03:31:16,864 - INFO - Step 100: Loss: 4.5639, Learning rate: 0.0001
2025-05-06 03:31:24,381 - INFO - Step 200: Loss: 2.8498, Learning rate: 0.0001
2025-05-06 03:31:31,859 - INFO - Step 300: Loss: 3.0708, Learning rate: 0.0001
2025-05-06 03:31:39,364 - INFO - Step 400: Loss: 3.7381, Learning rate: 0.0001
2025-05-06 03:31:47,089 - INFO - Step 500: Loss: 3.1339, Learning rate: 0.0001
2025-05-06 03:31:54,599 - INFO - Step 600: Loss: 2.8462, Learning rate: 0.0001
2025-05-06 03:32:02,122 - INFO - Step 700: Loss: 2.8873, Learning rate: 0.0001
2025-05-06 03:32:09,676 - INFO - Step 800: Loss: 2.9342, Learning rate: 0.0001
2025-05-06 03:32:17,154 - INFO - Step 900: Loss: 2.5037, Learning rate: 0.0001
2025-05-06 03:32:24,984 - INFO - Step 1000: Loss: 3.3750, Learning rate: 0.0001
2025-05-06 03:32:32,803 - INFO - Step 1100: Loss: 3.5306, Learning rate: 0.0001
2025-05-06 03:32:41,612 - INFO - Step 1200: Loss: 3.2659, Learning rate: 0.0001
2025-05-06 03:32:49,153 - INFO - Step 1300: Loss: 2.7713, Learning rate: 0.0001
2025-05-06 03:32:56,717 - INFO - Step 1400: Loss: 2.9827, Learning rate: 0.0001
2025-05-06 03:33:04,338 - INFO - Step 1500: Loss: 2.8839, Learning rate: 0.0001
2025-05-06 03:33:11,958 - INFO - Step 1600: Loss: 2.8702, Learning rate: 0.0001
2025-05-06 03:33:19,535 - INFO - Step 1700: Loss: 3.5842, Learning rate: 0.0001
2025-05-06 03:33:26,963 - INFO - Step 1800: Loss: 2.8389, Learning rate: 0.0001
2025-05-06 03:33:34,391 - INFO - Step 1900: Loss: 1.8758, Learning rate: 0.0001
2025-05-06 03:33:41,809 - INFO - Step 2000: Loss: 1.9121, Learning rate: 0.0001
2025-05-06 03:33:49,363 - INFO - Step 2100: Loss: 2.4414, Learning rate: 0.0001
2025-05-06 03:33:56,966 - INFO - Step 2200: Loss: 2.4624, Learning rate: 0.0001
2025-05-06 03:34:04,517 - INFO - Step 2300: Loss: 2.8418, Learning rate: 0.0001
2025-05-06 03:34:12,111 - INFO - Step 2400: Loss: 1.8901, Learning rate: 0.0001
2025-05-06 03:34:19,638 - INFO - Step 2500: Loss: 2.0324, Learning rate: 0.0001
2025-05-06 03:34:27,167 - INFO - Step 2600: Loss: 2.4592, Learning rate: 0.0001
2025-05-06 03:34:34,762 - INFO - Step 2700: Loss: 2.6980, Learning rate: 0.0001
2025-05-06 03:34:42,335 - INFO - Step 2800: Loss: 1.9898, Learning rate: 0.0001
2025-05-06 03:34:50,017 - INFO - Step 2900: Loss: 3.4248, Learning rate: 0.0001
2025-05-06 03:34:57,839 - INFO - Step 3000: Loss: 2.5200, Learning rate: 0.0001
2025-05-06 03:35:05,749 - INFO - Step 3100: Loss: 2.8258, Learning rate: 0.0001
2025-05-06 03:35:13,355 - INFO - Step 3200: Loss: 2.6246, Learning rate: 0.0001
2025-05-06 03:35:21,059 - INFO - Step 3300: Loss: 3.2280, Learning rate: 0.0001
